Time [s],Value,Parity Error,Framing Error
7.418786,'28',,
7.419046,'208',,
7.419307,'15',,
7.419567,'200',,
7.419827,'23',,
7.420087,'0',,
7.420347,'0',,
7.420607,'0',,
7.420867,'0',,
7.421127,'0',,
7.421387,'169',,
7.421647,'154',,
7.421907,a,,
7.422167,'143',,
7.422427,'160',,
7.422687,'128',,
7.422947,'160',,
7.423207,'129',,
7.423467,'3',,
7.423727,'140',,
7.423987,'4',,
7.424247,'8',,
7.533419,L,,
7.533679,C,,
7.533939,S,,
7.534199,A,,
7.534459,'250',,
7.534719,P,,
7.534979,'160',,
7.535239,'0',,
7.535499,\n,,
7.535759,'0',,
7.536019,'1',,
7.536279,h,,
7.536539,'28',,
7.536799,'208',,
7.537059,'15',,
7.537319,'200',,
7.537579,'23',,
7.537839,'0',,
7.538099,'0',,
7.538359,'0',,
7.538619,'0',,
7.538879,'0',,
7.539139,'169',,
7.539399,'154',,
7.53966,a,,
7.53992,'143',,
7.54018,'160',,
7.54044,'128',,
7.5407,'160',,
7.54096,'129',,
7.54122,'3',,
7.54148,'140',,
7.54174,'4',,
7.542,'8',,
7.833621,L,,
7.83388,C,,
7.83414,S,,
7.834401,A,,
7.834661,'250',,
7.834921,P,,
7.835181,'160',,
7.835441,'0',,
7.835701,\n,,
7.835961,'0',,
7.836221,'1',,
7.836481,h,,
7.836741,'28',,
7.837001,'208',,
7.837261,'15',,
7.837521,'200',,
7.837781,'23',,
7.838041,'0',,
7.838301,'0',,
7.838561,'0',,
7.838821,'0',,
7.839081,'0',,
7.839341,'169',,
7.839601,'154',,
7.839861,a,,
7.840121,'143',,
7.840381,'160',,
7.840641,'128',,
7.840901,'160',,
7.841161,'129',,
7.841421,'3',,
7.841681,'140',,
7.841941,'4',,
7.842201,'8',,
8.133477,L,,
8.133737,C,,
8.133998,S,,
8.134258,A,,
8.134518,'250',,
8.134778,P,,
8.135038,'160',,
8.135298,'0',,
8.135558,\n,,
8.135818,'0',,
8.136078,'1',,
8.136338,h,,
8.136598,'28',,
8.136858,'208',,
8.137118,'15',,
8.137378,'200',,
8.137638,'23',,
8.137898,'0',,
8.138158,'0',,
8.138418,'0',,
8.138678,'0',,
8.138938,'0',,
8.139198,'169',,
8.139458,'154',,
8.139718,a,,
8.139978,'143',,
8.140238,'160',,
8.140498,'128',,
8.140758,'160',,
8.141018,'129',,
8.141278,'3',,
8.141538,'140',,
8.141798,'4',,
8.142058,'8',,
8.433681,L,,
8.433941,C,,
8.434201,S,,
8.434461,A,,
8.434721,'250',,
8.434981,P,,
8.435241,'160',,
8.435501,'0',,
8.435761,\n,,
8.436021,'0',,
8.436281,'1',,
8.436541,h,,
8.436801,'28',,
8.437061,'208',,
8.437321,'15',,
8.437581,'200',,
8.437841,'23',,
8.438101,'0',,
8.438361,'0',,
8.438621,'0',,
8.438881,'0',,
8.439141,'0',,
8.439401,'169',,
8.439661,'154',,
8.439921,a,,
8.440181,'143',,
8.440441,'160',,
8.440701,'128',,
8.440961,'160',,
8.441221,'129',,
8.441481,'3',,
8.441741,'140',,
8.442001,'4',,
8.442262,'8',,
8.445752,L,,
8.446012,C,,
8.446272,S,,
8.446532,A,,
8.446792,'250',,
8.447053,P,,
8.447312,'160',,
8.447573,'0',,
8.447833,\n,,
8.448093,'0',,
8.448353,'1',,
8.448613,h,,
8.448873,'28',,
8.449133,'208',,
8.449393,'15',,
8.449653,'200',,
8.449913,'23',,
8.450173,'0',,
8.450433,'0',,
8.450693,'0',,
8.450953,'0',,
8.451213,'0',,
8.451473,'169',,
8.451733,'154',,
8.451993,a,,
8.452253,'143',,
8.452513,'160',,
8.452773,'128',,
8.453033,'160',,
8.453293,'139',,
8.453553,'3',,
8.453813,'140',,
8.454073,'4',,
8.454333,'8',,
8.733538,L,,
8.733798,C,,
8.734058,S,,
8.734318,A,,
8.734578,'250',,
8.734838,P,,
8.735098,'160',,
8.735358,'0',,
8.735618,\n,,
8.735878,'0',,
8.736138,'1',,
8.736398,h,,
8.736658,'28',,
8.736918,'208',,
8.737178,'15',,
8.737438,'200',,
8.737698,'23',,
8.737958,'0',,
8.738218,'0',,
8.738478,'0',,
8.738738,'0',,
8.738998,'0',,
8.739258,'169',,
8.739518,'154',,
8.739778,a,,
8.740038,'143',,
8.740298,'160',,
8.740558,'128',,
8.740818,'160',,
8.741078,'139',,
8.741338,'3',,
8.741599,'140',,
8.741859,'4',,
8.742118,'8',,
9.033741,L,,
9.034001,C,,
9.034261,S,,
9.034521,A,,
9.034781,'250',,
9.035041,P,,
9.035301,'160',,
9.035561,'0',,
9.035821,\n,,
9.036081,'0',,
9.036341,'1',,
9.036601,h,,
9.036861,'28',,
9.037121,'208',,
9.037381,'15',,
9.037641,'200',,
9.037901,'23',,
9.038161,'0',,
9.038421,'0',,
9.038681,'0',,
9.038941,'0',,
9.039201,'0',,
9.039461,'169',,
9.039721,'154',,
9.039982,a,,
9.040241,'143',,
9.040502,'160',,
9.040762,'128',,
9.041022,'160',,
9.041282,'139',,
9.041542,'3',,
9.041802,'140',,
9.042062,'4',,
9.042322,'8',,
9.333598,L,,
9.333858,C,,
9.334118,S,,
9.334378,A,,
9.334638,'250',,
9.334898,P,,
9.335158,'160',,
9.335418,'0',,
9.335678,\n,,
9.335938,'0',,
9.336198,'1',,
9.336458,h,,
9.336718,'28',,
9.336978,'208',,
9.337238,'15',,
9.337498,'200',,
9.337758,'23',,
9.338018,'0',,
9.338278,'0',,
9.338538,'0',,
9.338798,'0',,
9.339058,'0',,
9.339318,'169',,
9.339578,'154',,
9.339839,a,,
9.340099,'143',,
9.340359,'160',,
9.340619,'128',,
9.340879,'160',,
