Time [s],Value,Parity Error,Framing Error
1.501464,'128',,
1.501724,'176',,
1.501984,'139',,
1.502244,'19',,
1.502504,'140',,
1.502764,'4',,
1.503024,'8',,
1.504457,L,,
1.504717,C,,
1.504977,S,,
1.505237,A,,
1.505497,'250',,
1.505758,Q,,
1.506018,'160',,
1.506278,'0',,
1.506538,\n,,
1.506798,h,,
1.507058,'29',,
1.507318,'232',,
1.507578,'30',,
1.507838,'185',,
1.508098,'155',,
1.508358,'232',,
1.508618,'23',,
1.508878,'248',,
1.509138,'0',,
1.509398,'0',,
1.509658,'0',,
1.509918,'0',,
1.510178,'193',,
1.510438,'134',,
1.510698,'225',,
1.510958,'141',,
1.511218,'160',,
1.511478,'128',,
1.511738,'176',,
1.511998,'139',,
1.512258,'19',,
1.512518,'140',,
1.512778,'4',,
1.513038,'8',,
1.514304,L,,
1.514564,C,,
1.514824,S,,
1.515084,A,,
1.515344,'250',,
1.515604,Q,,
1.515864,'160',,
1.516124,'0',,
1.516384,\n,,
1.516644,h,,
1.516904,'29',,
1.517165,'232',,
1.517425,'30',,
1.517685,'185',,
1.517945,'155',,
1.518205,'232',,
1.518465,'23',,
1.518725,'248',,
1.518985,'0',,
1.519245,'0',,
1.519505,'0',,
1.519765,'0',,
1.520025,'225',,
1.520285,'132',,
1.520545,'225',,
1.520805,'141',,
1.521065,'160',,
1.521325,'128',,
1.521585,'176',,
1.521845,'139',,
1.522105,'19',,
1.522365,'140',,
1.522625,'4',,
1.522885,'8',,
1.524289,L,,
1.524549,C,,
1.524809,S,,
1.525069,A,,
1.525329,'250',,
1.525589,Q,,
1.525849,'160',,
1.526109,'0',,
1.526369,\n,,
1.526629,h,,
1.526889,'29',,
1.52715,'232',,
1.52741,'30',,
1.52767,'185',,
1.52793,'155',,
1.52819,'232',,
1.52845,'23',,
1.52871,'248',,
1.52897,'0',,
1.52923,'0',,
1.52949,'0',,
1.52975,'0',,
1.53001,'224',,
1.53027,'12',,
1.53053,'225',,
