Time [s],Value,Parity Error,Framing Error
3.64921,Q,,
3.64947,'160',,
3.64973,'0',,
3.64999,\n,,
3.65025,'0',,
3.65051,'1',,
3.65077,'0',,
3.65103,\n,,
3.65129,'248',,
3.65155,'31',,
3.65181,H,,
3.65207,'31',,
3.65233,'255',,
3.65259,'252',,
3.65285,'0',,
3.65311,'0',,
3.65337,'0',,
3.65363,'169',,
3.65389,'154',,
3.65415,'169',,
3.65441,'155',,
3.65467,'225',,
3.65493,'142',,
3.65519,'176',,
3.65545,'139',,
3.65571,'19',,
3.65597,'140',,
3.65623,'4',,
3.65649,'8',,
3.667912,L,,
3.668172,C,,
3.668432,S,,
3.668692,A,,
3.668952,'250',,
3.669212,Q,,
3.669472,'160',,
3.669732,'0',,
3.669992,\n,,
3.670252,'0',,
3.670512,'1',,
3.670772,'0',,
3.671032,\n,,
3.671292,'248',,
3.671552,'31',,
3.671812,H,,
3.672072,'31',,
3.672332,'255',,
3.672592,'254',,
3.672852,'0',,
3.673112,'0',,
3.673372,'0',,
3.673633,'169',,
3.673893,'154',,
3.674153,'169',,
3.674413,'155',,
3.674673,'225',,
3.674933,'142',,
3.675193,'176',,
3.675453,'139',,
3.675713,'19',,
3.675973,'140',,
3.676233,'4',,
3.676493,'8',,
3.71777,L,,
3.71803,C,,
3.71829,S,,
3.71855,A,,
3.71881,'250',,
3.71907,Q,,
3.71933,'160',,
3.71959,'0',,
3.71985,\n,,
3.72011,'0',,
3.72037,'1',,
3.720631,'0',,
3.720891,\n,,
3.721151,'248',,
3.721411,'31',,
3.721671,H,,
3.721931,'31',,
3.722191,'255',,
3.722451,'252',,
3.722711,'0',,
3.722971,'0',,
3.723231,'0',,
3.723491,'169',,
3.723751,'154',,
3.724011,'169',,
3.724271,'155',,
3.724531,'225',,
3.724791,'142',,
3.725051,'176',,
3.725311,'139',,
3.725571,'19',,
3.725831,'140',,
3.726091,'4',,
3.726351,'8',,
3.817804,L,,
3.818064,C,,
3.818324,S,,
3.818584,A,,
3.818844,'250',,
3.819104,Q,,
3.819364,'160',,
3.819624,'0',,
3.819884,\n,,
3.820144,'0',,
3.820404,'1',,
3.820664,'0',,
3.820924,\n,,
3.821184,'248',,
3.821444,'31',,
3.821704,H,,
3.821964,'31',,
3.822224,'255',,
3.822484,'254',,
3.822744,'0',,
3.823004,'0',,
3.823264,'0',,
3.823524,'169',,
3.823784,'154',,
3.824044,'169',,
3.824304,'155',,
3.824564,'225',,
3.824824,'142',,
3.825084,'176',,
3.825344,'139',,
3.825604,'19',,
3.825864,'140',,
3.826125,'4',,
3.826385,'8',,
3.86781,L,,
3.86807,C,,
3.86833,S,,
3.86859,A,,
3.86885,'250',,
3.86911,Q,,
3.86937,'160',,
3.86963,'0',,
3.86989,\n,,
3.87015,'0',,
3.87041,'1',,
3.87067,'0',,
3.87093,\n,,
3.87119,'248',,
3.87145,'31',,
3.87171,H,,
3.87197,'31',,
3.87223,'255',,
3.87249,'252',,
3.87275,'0',,
3.87301,'0',,
3.87327,'0',,
3.87353,'169',,
3.87379,'154',,
3.87405,'169',,
3.874311,'155',,
3.874571,'225',,
3.874831,'142',,
3.875091,'176',,
3.875351,'139',,
3.875611,'19',,
3.875871,'140',,
3.876131,'4',,
3.876391,'8',,
4.017076,L,,
4.017336,C,,
4.017596,S,,
4.017856,A,,
4.018116,'250',,
4.018376,Q,,
4.018636,'160',,
4.018896,'0',,
4.019156,\n,,
4.019416,'0',,
4.019676,'1',,
4.019936,'0',,
4.020196,\n,,
4.020456,'248',,
4.020716,'31',,
4.020976,H,,
4.021236,'31',,
4.021496,'255',,
4.021756,'252',,
4.022016,'0',,
4.022276,'0',,
4.022536,'0',,
4.022797,'169',,
4.023057,'154',,
4.023317,'169',,
4.023577,'155',,
4.023837,'225',,
4.024097,'142',,
4.024357,'176',,
4.024617,'139',,
4.024877,'19',,
4.025137,'140',,
4.025397,'4',,
4.025657,'8',,
4.317828,L,,
4.318088,C,,
4.318348,S,,
4.318608,A,,
4.318868,'250',,
4.319128,Q,,
4.319388,'160',,
4.319648,'0',,
4.319908,\n,,
4.320168,'0',,
4.320428,'1',,
4.320688,'0',,
4.320948,\n,,
4.321208,'248',,
4.321468,'31',,
4.321728,H,,
4.321988,'31',,
4.322249,'255',,
4.322509,'254',,
4.322769,'0',,
4.323029,'0',,
4.323289,'0',,
4.323549,'169',,
4.323809,'154',,
4.324069,'169',,
4.324329,'155',,
4.324589,'225',,
4.324849,'142',,
4.325109,'176',,
4.325369,'139',,
4.325629,'19',,
4.325889,'140',,
4.326149,'4',,
4.326409,'8',,
4.617134,L,,
4.617394,C,,
4.617654,S,,
4.617914,A,,
4.618174,'250',,
4.618434,Q,,
4.618694,'160',,
4.618954,'0',,
4.619214,\n,,
4.619474,'0',,
4.619734,'1',,
4.619994,'0',,
4.620254,\n,,
4.620514,'248',,
4.620774,'31',,
4.621034,H,,
4.621294,'31',,
4.621554,'255',,
4.621814,'254',,
